record_number,federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,provider_phone_number,provider_ssa_county_code,provider_county_name,ownership_type,number_of_certified_beds,average_number_of_residents_per_day,average_number_of_residents_per_day_footnote,provider_type,provider_resides_in_hospital,legal_business_name,date_first_approved_to_provide_medicare_and_medicaid_services,continuing_care_retirement_community,special_focus_status,abuse_icon,most_recent_health_inspection_more_than_2_years_ago,provider_changed_ownership_in_last_12_months,with_a_resident_and_family_council,automatic_sprinkler_systems_in_all_required_areas,overall_rating,overall_rating_footnote,health_inspection_rating,health_inspection_rating_footnote,qm_rating,qm_rating_footnote,longstay_qm_rating,longstay_qm_rating_footnote,shortstay_qm_rating,shortstay_qm_rating_footnote,staffing_rating,staffing_rating_footnote,rn_staffing_rating,rn_staffing_rating_footnote,reported_staffing_footnote,physical_therapist_staffing_footnote,reported_nurse_aide_staffing_hours_per_resident_per_day,reported_lpn_staffing_hours_per_resident_per_day,reported_rn_staffing_hours_per_resident_per_day,reported_licensed_staffing_hours_per_resident_per_day,reported_total_nurse_staffing_hours_per_resident_per_day,reported_physical_therapist_staffing_hours_per_resident_per_day,casemix_nurse_aide_staffing_hours_per_resident_per_day,casemix_lpn_staffing_hours_per_resident_per_day,casemix_rn_staffing_hours_per_resident_per_day,casemix_total_nurse_staffing_hours_per_resident_per_day,adjusted_nurse_aide_staffing_hours_per_resident_per_day,adjusted_lpn_staffing_hours_per_resident_per_day,adjusted_rn_staffing_hours_per_resident_per_day,adjusted_total_nurse_staffing_hours_per_resident_per_day,rating_cycle_1_standard_survey_health_date,rating_cycle_1_total_number_of_health_deficiencies,rating_cycle_1_number_of_standard_health_deficiencies,rating_cycle_1_number_of_complaint_health_deficiencies,rating_cycle_1_health_deficiency_score,rating_cycle_1_number_of_health_revisits,rating_cycle_1_health_revisit_score,rating_cycle_1_total_health_score,rating_cycle_2_standard_health_survey_date,rating_cycle_2_total_number_of_health_deficiencies,rating_cycle_2_number_of_standard_health_deficiencies,rating_cycle_2_number_of_complaint_health_deficiencies,rating_cycle_2_health_deficiency_score,rating_cycle_2_number_of_health_revisits,rating_cycle_2_health_revisit_score,rating_cycle_2_total_health_score,rating_cycle_3_standard_health_survey_date,rating_cycle_3_total_number_of_health_deficiencies,rating_cycle_3_number_of_standard_health_deficiencies,rating_cycle_3_number_of_complaint_health_deficiencies,rating_cycle_3_health_deficiency_score,rating_cycle_3_number_of_health_revisits,rating_cycle_3_health_revisit_score,rating_cycle_3_total_health_score,total_weighted_health_survey_score,number_of_facility_reported_incidents,number_of_substantiated_complaints,number_of_citations_from_infection_control_inspections,number_of_fines,total_amount_of_fines_in_dollars,number_of_payment_denials,total_number_of_penalties,location,processing_date,County,County_Code,FIPS,nurse_aide_hours_per_week,lpn_hours_per_week,rn_hours_per_week,physical_therapist_hours_per_week,total_staff_hours_per_week
47581,345516,CONOVER NURSING AND REHABILITATION CENTER,920 4TH STREET SOUTHWEST,CONOVER,NC,28613,8286958282,170,Catawba,For profit - Corporation,90,71.2,,Medicare and Medicaid,N,BROSIS MANAGEMENT OF CATAWBA COUNTY,2002-06-27,N,,N,Y,N,Resident,Yes,4,,4,,4,,3,,5,,3,,3,,,,2.95794,0.96022,0.66504,1.62526,4.58319,0.06851,2.32228,0.75263,0.35538,3.43029,2.61936,0.94574,0.71409,4.24789,2019-09-20,2,1,0,8,0,0,8,2018-08-23,1,1,0,4,1,0,4,2017-07-27,2,1,1,8,1,0,8,6.667,0,0,1,0,0,0,0,"920 4TH STREET SOUTHWEST,CONOVER,NC,28613",2021-10-01,Catawba,35,37035,1474,479,331,34,2318
47586,345518,INN AT QUAIL HAVEN VILLAGE,155 BLAKE BOULEVARD,PINEHURST,NC,28374,9102952294,620,Moore,For profit - Corporation,60,36.1,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",2002-09-12,Y,,N,N,N,Both,Yes,2,,1,,4,,3,,4,,4,,3,,,,2.89041,1.46336,0.70219,2.16555,5.05596,0.25004,2.16626,0.74311,0.39158,3.30095,2.74391,1.45976,0.68426,4.86968,2019-10-31,16,7,9,164,1,0,164,2018-10-04,6,6,0,24,1,0,24,2017-09-14,0,0,0,0,0,0,0,90.000,0,4,1,1,100253,0,1,"155 BLAKE BOULEVARD,PINEHURST,NC,28374",2021-10-01,Moore,125,37125,730,370,177,63,1340
47591,345519,LIBERTY COMMONS NSG & REHAB CTR OF JOHNSTON CTY,2315 HIGHWAY 242 NORTH,BENSON,NC,27504,9192071717,500,Johnston,For profit - Corporation,100,82.6,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",2002-09-25,N,,N,Y,N,Resident,Yes,3,,3,,4,,2,,5,,3,,2,,,,2.67148,1.07242,0.26375,1.33617,4.00765,0.07626,1.89858,0.67952,0.31303,2.89114,2.89363,1.16990,0.32151,4.40714,2019-08-29,4,4,0,16,1,0,16,2018-08-09,5,2,3,24,1,0,24,2017-08-17,8,5,3,44,1,0,44,23.333,0,17,0,0,0,0,0,"2315 HIGHWAY 242 NORTH,BENSON,NC,27504",2021-10-01,Johnston,101,37101,1545,620,153,44,2362
47596,345520,PELICAN HEALTH THOMASVILLE,1028 BLAIR STREET,THOMASVILLE,NC,27360,3364727771,280,Davidson,For profit - Corporation,120,65.8,,Medicare and Medicaid,N,PELICAN HEALTH THOMASVILLE LLC,2002-10-31,N,SFF Candidate,N,N,N,Resident,Yes,1,,1,,3,,2,,5,,2,,2,,,,1.59438,0.30928,0.42641,0.73570,2.33008,0.01762,1.99055,0.73321,0.36300,3.08677,1.64717,0.31269,0.44824,2.39995,2021-04-22,25,22,24,253,1,0,253,2019-11-08,13,4,8,127,1,0,127,2018-10-26,12,7,5,52,1,0,52,177.500,0,21,1,3,182785,0,3,"1028 BLAIR STREET,THOMASVILLE,NC,27360",2021-10-01,Davidson,57,37057,734,142,196,8,1080
47601,345522,UNIVERSAL HEALTH CARE/FLETCHER,86 OLD AIRPORT ROAD,FLETCHER,NC,28732,8286549060,440,Henderson,For profit - Corporation,90,69.1,,Medicare and Medicaid,N,"UNIVERSAL HEALTH CARE / FLETCHER, INC.",2003-01-29,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,2,,2,,2,,,,1.45873,0.68376,0.61737,1.30113,2.75986,0.07915,2.01113,0.85704,0.47735,3.34552,1.49161,0.59141,0.49352,2.62276,2021-03-19,7,5,3,48,1,0,48,2019-10-25,4,3,4,24,1,0,24,2018-09-27,1,1,0,4,1,0,4,32.667,0,12,2,0,0,0,0,"86 OLD AIRPORT ROAD,FLETCHER,NC,28732",2021-10-01,Henderson,89,37089,706,331,299,38,1374
47606,345523,UNIVERSAL HEALTH CARE/RAMSEUR,7166 JORDON ROAD,RAMSEUR,NC,27316,3368248828,750,Randolph,For profit - Corporation,90,74.1,,Medicare and Medicaid,N,"UNIVERSAL HEALTH CARE/RAMSEUR, INC.",2003-02-19,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,3,,1,12,1,12,,,2.40275,0.8355,0.19904,1.03454,3.43729,0.05049,2.11704,0.88751,0.56122,3.56577,2.33399,0.69784,0.13533,3.06477,2021-06-11,22,20,10,237,1,0,237,2019-10-24,9,9,2,28,1,0,28,2018-12-06,12,12,2,194,1,0,194,160.167,2,28,0,1,59433,1,2,"7166 JORDON ROAD,RAMSEUR,NC,27316",2021-10-01,Randolph,151,37151,1246,433,103,26,1808
47611,345525,THE GARDENS OF TAYLOR GLEN RET COM,3700 TAYLOR GLEN LANE,CONCORD,NC,28027,7047886510,120,Cabarrus,Non profit - Church related,8,3.1,,Medicare,N,BAPTIST RETIREMENT HOMES OF NORTH CAROLINA INCORPORATED,2003-03-11,Y,,N,N,N,Resident,Yes,5,,5,,,2,,2,,2,5,,5,,,,2.14863,1.16428,3.01463,4.17891,6.32754,0.39586,2.12256,0.95376,0.52835,3.60466,2.08172,0.90491,2.17725,5.58092,2021-05-04,1,1,0,0,0,0,0,2019-02-27,0,0,0,0,0,0,0,2018-01-10,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,"3700 TAYLOR GLEN LANE,CONCORD,NC,28027",2021-10-01,Cabarrus,25,37025,47,25,65,9,146
47616,345526,CAROLINA REHAB CENTER OF BURKE,3647 MILLER BRIDGE ROAD,CONNELLY SPG,NC,28612,8283973144,110,Burke,For profit - Corporation,90,80.5,,Medicare and Medicaid,N,Legal Business Name Not Available,2003-03-25,N,,N,N,N,Resident,Yes,3,,3,,4,,5,,3,,3,,3,,,,1.82176,0.79123,0.76353,1.55477,3.37653,0.1266,2.08029,0.77732,0.40137,3.25898,1.80089,0.75455,0.72590,3.29400,2021-04-15,2,2,0,16,1,0,16,2019-09-04,7,7,1,24,1,0,24,2018-10-04,9,9,1,44,1,0,44,23.333,1,4,0,2,10528,0,2,"3647 MILLER BRIDGE ROAD,CONNELLY SPG,NC,28612",2021-10-01,Burke,23,37023,1027,446,430,71,1974
47621,345528,RIVER LANDING AT SANDY RIDGE,1575 JOHN KNOX DRIVE,COLFAX,NC,27235,3366684900,400,Guilford,Non profit - Corporation,60,40.7,,Medicare and Medicaid,N,PRESBYTERIAN HOMES INC,2003-07-01,Y,,N,N,N,Resident,Yes,5,,5,,3,,3,,3,,5,,5,,,,3.28778,1.74577,0.79409,2.53986,5.82765,0.04016,2.01365,0.64344,0.28763,2.94472,3.35767,2.01123,1.05350,6.29193,2019-10-02,0,0,0,0,0,0,0,2018-11-29,1,1,0,4,1,0,4,2017-12-14,1,1,0,4,1,0,4,2.000,0,0,0,0,0,0,0,"1575 JOHN KNOX DRIVE,COLFAX,NC,27235",2021-10-01,Guilford,81,37081,937,497,226,11,1671
47626,345529,UNIVERSAL HEALTH CARE/NORTH RALEIGH,5201 CLARKS FORK DRIVE NW,RALEIGH,NC,27616,9198727033,910,Wake,For profit - Corporation,132,103.5,,Medicare and Medicaid,N,"UNIVERSAL HEALTH CARE / NORTH RALEIGH, INC",2004-06-07,N,,N,N,N,Resident,Yes,1,,1,,2,,2,,2,,1,,1,,,,1.69093,0.85016,0.26917,1.11933,2.81026,0.05248,2.09581,0.80783,0.42594,3.32957,1.65918,0.78013,0.24114,2.68345,2021-04-01,6,6,1,48,1,0,48,2019-07-11,11,9,3,92,1,0,92,2018-06-15,23,18,5,232,1,0,232,93.333,0,21,0,3,493312,0,3,"5201 CLARKS FORK DRIVE NW,RALEIGH,NC,27616",2021-10-01,Wake,183,37183,1225,616,195,38,2074
47631,345530,PENN NURSING CENTER,618-A S MAIN STREET,REIDSVILLE,NC,27320,3369516090,780,Rockingham,Non profit - Corporation,82,68.2,,Medicare and Medicaid,N,THE MOSES H CONE MEMORIAL HOSPITAL OPERATING CORPORATION,2004-09-02,N,,N,N,N,Both,Yes,5,,5,,5,,5,,5,,1,12,1,12,,,2.24158,1.2008,0.12012,1.32092,3.56249,0.0,1.86852,0.70098,0.35796,2.92746,2.46703,1.26985,0.12804,3.86899,2021-03-25,1,0,1,4,0,0,4,2019-04-18,0,0,0,0,0,0,0,2018-04-05,0,0,0,0,0,0,0,2.000,0,2,1,5,30488,0,5,"618-A S MAIN STREET,REIDSVILLE,NC,27320",2021-10-01,Rockingham,157,37157,1070,573,57,0,1700
47636,345531,NC STATE VETERANS HOME - SALISBURY,"1601 BRENNER AVE, BUILDNG #10",SALISBURY,NC,28145,7046384200,790,Rowan,For profit - Corporation,99,70.4,,Medicare and Medicaid,N,NC DEPT OF MILITARY AND VETERANS AFFAIRS NC DIVISION OF VETERANS AFFAI,2004-11-22,N,,N,Y,N,Resident,Yes,3,,2,,4,,4,,4,,5,,5,,,,2.64684,0.75752,1.14451,1.90203,4.54888,0.06054,1.88902,0.64509,0.27498,2.80910,2.88144,0.87048,1.58820,5.14839,2019-06-27,4,4,0,16,1,0,16,2018-05-25,6,5,0,99,1,0,99,2017-03-17,3,3,0,20,1,0,20,44.333,0,0,1,1,6500,0,1,"1601 BRENNER AVE, BUILDNG #10,SALISBURY,NC,28145",2021-10-01,Rowan,159,37159,1304,373,564,30,2271
47641,345532,LIBERTY COMMONS NSG AND REHAB CTR OF LEE COUNTY,310 COMMERCE DRIVE,SANFORD,NC,27332,9194992206,520,Lee,For profit - Corporation,80,51.3,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",2004-12-07,N,,N,N,N,Resident,Yes,1,,1,,3,,2,,4,,2,,2,,,,1.55817,0.98285,0.39056,1.37341,2.93159,0.11584,2.14836,0.69214,0.29685,3.13735,1.49152,1.05264,0.50205,2.97081,2020-02-06,24,23,3,112,1,0,112,2019-02-28,15,15,1,108,1,0,108,2018-01-08,9,8,1,56,1,0,56,101.333,1,4,1,4,35815,0,4,"310 COMMERCE DRIVE,SANFORD,NC,27332",2021-10-01,Lee,105,37105,560,353,140,42,1095
47646,345533,THE CEDARS OF CHAPEL HILL,101 GREEN CEDAR LANE,CHAPEL HILL,NC,27517,9192597903,310,Durham,Non profit - Corporation,12,1.7,,Medicare,N,THE CEDARS OF CHAPEL HILL CLUB INC,2005-04-29,Y,,N,N,N,Both,Yes,5,,5,,,2,,2,,2,,2,,2,6,6,,,,,,,,,,,,,,,2019-10-02,0,0,0,0,0,0,0,2018-12-20,0,0,0,0,0,0,0,2018-01-11,0,0,0,0,0,0,0,0.000,0,0,0,0,0,0,0,"101 GREEN CEDAR LANE,CHAPEL HILL,NC,27517",2021-10-01,Durham,63,37063,1065,456,270,36,1827
47651,345534,SANFORD HEALTH & REHABILITATION CO,2702 FARRELL ROAD,SANFORD,NC,27330,9197769602,520,Lee,For profit - Corporation,131,86.9,,Medicare and Medicaid,N,SANFORD HEALTH AND REHABILITATION CO LLC,2005-06-08,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,2,,2,,2,,,,2.39746,0.94759,0.42549,1.37308,3.77054,0.03851,2.23068,0.88042,0.48867,3.59977,2.21021,0.79785,0.33224,3.33015,2021-05-06,18,10,10,195,1,0,195,2019-08-08,9,6,3,72,1,0,72,2018-08-09,17,14,3,233,1,0,233,160.333,2,19,2,8,605819,2,10,"2702 FARRELL ROAD,SANFORD,NC,27330",2021-10-01,Lee,105,37105,1458,576,259,23,2316
47656,345535,ADAMS FARM LIVING & REHABILITATION,5100 MACKAY ROAD,JAMESTOWN,NC,27282,3368555596,400,Guilford,For profit - Corporation,120,91.4,,Medicare and Medicaid,N,ADAMS FARM LIVING INC,2005-11-01,N,,N,N,N,Resident,Yes,3,,3,,3,,2,,4,,3,,3,,,,2.13729,0.56589,0.69442,1.26031,3.39759,0.06331,2.18894,0.78788,0.40701,3.38383,2.00793,0.53242,0.65104,3.19226,2020-02-27,2,2,1,8,1,0,8,2019-02-27,2,2,0,12,1,0,12,2018-04-16,7,5,2,60,1,0,60,18.000,2,2,0,1,7153,0,1,"5100 MACKAY ROAD,JAMESTOWN,NC,27282",2021-10-01,Guilford,81,37081,1367,362,444,41,2214
47661,345537,"PEAK RESOURCES-WILMINGTON, INC",2305 SILVER STREAM LANE,WILMINGTON,NC,28401,9103623621,640,New Hanover,Non profit - Corporation,110,77.2,,Medicare and Medicaid,N,PEAK RESOURCES - WILMINGTON INC,2005-09-30,N,,N,N,N,Resident,Yes,2,,2,,4,,2,,5,,2,,2,,,,1.80576,1.22327,0.39177,1.61504,3.42080,0.01817,2.02601,0.85049,0.45856,3.33506,1.83289,1.06621,0.32601,3.26107,2021-04-15,7,6,2,56,1,0,56,2019-08-08,2,2,0,20,1,0,20,2018-07-19,5,4,1,32,1,0,32,40.000,0,3,1,2,17826,0,2,"2305 SILVER STREAM LANE,WILMINGTON,NC,28401",2021-10-01,New Hanover,129,37129,976,661,212,10,1859
47666,345538,PRUITTHEALTH-RALEIGH,2420 LAKE WHEELER ROAD,RALEIGH,NC,27603,9197550226,910,Wake,For profit - Corporation,150,80.0,,Medicare and Medicaid,N,PRUITTHEALTH - RALEIGH LLC,2006-03-01,N,,Y,N,N,Resident,Yes,1,,1,,3,,2,,4,,3,,3,,,,1.67674,1.36173,0.63632,1.99806,3.67479,0.14759,1.96467,0.76656,0.39259,3.12383,1.75507,1.31683,0.61849,3.74009,2019-12-06,9,6,3,257,1,0,257,2019-03-15,8,6,2,40,1,0,40,2018-02-23,4,4,0,16,1,0,16,144.500,1,7,2,1,145263,1,2,"2420 LAKE WHEELER ROAD,RALEIGH,NC,27603",2021-10-01,Wake,183,37183,939,763,356,83,2141
47671,345539,THE ARBOR,300 CLYNELISH CLOSE,PITTSBORO,NC,27312,9195452690,180,Chatham,Non profit - Corporation,16,3.1,,Medicare,N,"GALLOWAY RIDGE, INC",2006-09-28,Y,,N,N,N,Resident,Yes,4,,5,,3,,,2,3,,1,12,1,12,6,6,,,,,,,,,,,,,,,2021-05-12,0,0,0,0,0,0,0,2019-06-25,2,2,0,8,1,0,8,2018-05-16,0,0,0,0,0,0,0,2.667,0,0,0,1,650,0,1,"300 CLYNELISH CLOSE,PITTSBORO,NC,27312",2021-10-01,Chatham,37,37037,1065,456,270,36,1827
47676,345541,OLDE KNOX COMMONS AT THE VILLAGES OF MECKLENBURG,13825 HUNTON LANE,HUNTERSVILLE,NC,28078,7048972700,590,Mecklenburg,For profit - Corporation,114,72.8,,Medicare and Medicaid,N,"SENIOR CARE SERVICES MANAGEMENT, INC.",2007-10-31,N,,N,N,N,Resident,Yes,2,,1,,2,,1,,4,,4,,3,,,,3.28642,1.50408,0.7861,2.29019,5.57661,0.08063,2.28762,0.86386,0.55079,3.70227,2.95434,1.29066,0.54461,4.78891,2021-07-29,1,1,0,8,1,0,8,2019-03-21,7,6,0,152,1,0,152,2018-03-16,10,5,5,238,1,0,238,94.333,1,1,1,3,158725,0,3,"13825 HUNTON LANE,HUNTERSVILLE,NC,28078",2021-10-01,Mecklenburg,119,37119,1675,766,401,41,2883
47681,345542,THE FOREST AT DUKE INC,2701 PICKETT ROAD,DURHAM,NC,27705,9194908000,310,Durham,Non profit - Other,4,2.7,,Medicare,N,THE FOREST AT DUKE INC,2008-02-11,Y,,N,N,N,Both,Yes,5,,5,,5,,,2,5,,1,12,1,12,,,1.311,0.553,0.748,1.30100,2.61200,0.0,1.67615,0.61593,0.29526,2.58734,1.60846,0.66555,0.96668,3.20962,2020-02-11,1,0,0,4,0,0,4,2018-11-14,2,2,0,8,1,0,8,2018-01-20,1,1,0,4,1,0,4,5.333,0,0,1,1,650,0,1,"2701 PICKETT ROAD,DURHAM,NC,27705",2021-10-01,Durham,63,37063,25,10,14,0,49
47686,345543,BERMUDA COMMONS NURSING AND REHABILITATION CENTER,316 NC HIGHWAY 801 SOUTH,ADVANCE,NC,27006,3369980240,290,Davie,For profit - Corporation,117,82.9,,Medicare and Medicaid,N,"LIBERTY HEALTHCARE GROUP, LLC",2008-02-18,N,,N,Y,N,Resident,Yes,3,,3,,2,,1,,3,,2,,2,,,,1.89747,0.94237,0.45239,1.39476,3.29223,0.071,2.04035,0.75273,0.37313,3.16620,1.91245,0.92805,0.46265,3.30588,2019-08-15,1,1,0,8,1,0,8,2018-08-02,5,4,0,24,1,0,24,2017-05-25,14,13,1,84,1,0,84,26.000,0,4,1,1,171751,0,1,"316 NC HIGHWAY 801 SOUTH,ADVANCE,NC,27006",2021-10-01,Davie,59,37059,1101,547,263,41,1952
47691,345544,ASBURY HEALTH AND REHABILITATION CENTER,3211 BISHOPS WAY LANE,CHARLOTTE,NC,28215,7045327000,590,Mecklenburg,Non profit - Corporation,120,98.2,,Medicare and Medicaid,N,"ALDERSGATE UNITED METHODIST RETIREMENT COMMUNITY, INC.",2008-07-16,Y,,N,N,N,Both,Yes,4,,4,,4,,3,,5,,3,,2,,,,3.09303,1.41699,0.40887,1.82587,4.91889,0.13458,2.19091,0.70633,0.33066,3.22790,2.90322,1.48712,0.47184,4.84488,2019-12-06,6,5,0,20,1,0,20,2018-11-02,2,2,0,4,1,0,4,2017-09-21,3,3,0,24,1,0,24,15.333,0,0,1,0,0,0,0,"3211 BISHOPS WAY LANE,CHARLOTTE,NC,28215",2021-10-01,Mecklenburg,119,37119,2126,974,281,93,3474
47696,345545,TWIN LAKES COMMUNITY MEMORY CARE,3810 HERITAGE DRIVE,BURLINGTON,NC,27215,3365852400,000,Alamance,Non profit - Church related,16,12.9,,Medicare and Medicaid,N,"LUTHERAN RETIREMENT MINISTRIES OF ALAMANCE COUNTY, NORTH CAROLINA",2008-11-05,Y,,N,N,N,Resident,Yes,5,,5,,5,,5,,,2,5,,5,,,,1.70239,0.63615,1.33998,1.97613,3.67852,0.00228,1.90165,0.58663,0.24481,2.73308,1.84098,0.80386,2.08864,4.27913,2021-04-14,0,0,0,0,0,0,0,2019-08-21,1,1,0,8,1,0,8,2018-09-06,3,3,0,20,1,0,20,6.000,0,0,0,1,650,0,1,"3810 HERITAGE DRIVE,BURLINGTON,NC,27215",2021-10-01,Alamance,1,37001,154,57,121,0,332
47701,345546,THE ROSEWOOD HEALTH CENTER,8710 CYPRESS CLUB DRIVE,RALEIGH,NC,27615,9198709007,910,Wake,Non profit - Corporation,36,40.5,,Medicare,N,"THE CYPRESS OF RALEIGH CLUB, INC.",2009-01-06,Y,,N,N,N,Both,Yes,4,,3,,4,,4,,,2,4,,4,,,,3.14025,1.77752,0.64312,2.42064,5.56088,0.04799,2.09160,0.59806,0.26804,2.95770,3.08749,2.20320,0.91555,5.97758,2020-03-05,0,0,0,0,0,0,0,2019-05-21,0,0,0,0,0,0,0,2018-05-04,2,2,0,125,1,0,125,20.833,0,0,0,1,20965,0,1,"8710 CYPRESS CLUB DRIVE,RALEIGH,NC,27615",2021-10-01,Wake,183,37183,890,504,182,14,1590
47706,345547,CAMDEN HEALTH AND REHABILITATION,1 MARITHE COURT,GREENSBORO,NC,27407,3368529700,400,Guilford,For profit - Partnership,135,115.6,,Medicare and Medicaid,N,"CAMDEN HEALTH AND REHABILITATION, LLC",2009-08-26,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,5,,2,,2,,,,2.47896,0.68704,0.5299,1.21695,3.69591,0.09188,2.01238,0.80939,0.43050,3.25227,2.53326,0.62923,0.46970,3.61302,2021-03-17,9,6,4,40,1,0,40,2019-12-11,8,8,3,72,1,0,72,2018-11-16,4,4,1,20,1,0,20,47.333,0,21,0,3,40646,0,3,"1 MARITHE COURT,GREENSBORO,NC,27407",2021-10-01,Guilford,81,37081,2006,556,429,74,3065
47711,345548,ASHTON HEALTH AND REHABILITATION,5533 BURLINGTON ROAD,MCLEANSVILLE,NC,27301,3366980045,400,Guilford,For profit - Corporation,134,93.4,,Medicare and Medicaid,N,ASHTON HEALTH AND REHABILITATION LLC,2009-11-19,N,,N,Y,N,Resident,Yes,1,,2,,4,,4,,4,,1,,1,,,,2.20652,1.19738,0.28882,1.48620,3.69272,0.07759,2.21610,0.88947,0.58513,3.69070,2.04757,0.99789,0.18835,3.18106,2019-06-27,7,5,4,32,1,0,32,2018-06-23,18,17,1,80,1,0,80,2017-07-13,11,8,3,68,1,0,68,54.000,1,7,1,2,65814,0,2,"5533 BURLINGTON ROAD,MCLEANSVILLE,NC,27301",2021-10-01,Guilford,81,37081,1443,783,189,51,2466
47716,345549,UNIVERSAL HEALTH CARE / BRUNSWICK,1070 OLD OCEAN HIGHWAY,BOLIVIA,NC,28422,9107555955,090,Brunswick,For profit - Corporation,90,75.4,,Medicare and Medicaid,N,UNIVERSAL HEALTH CARE BRUNSWICK INC.,2010-01-06,N,,N,Y,N,Resident,Yes,1,,2,,3,,4,,3,,1,,1,,,,2.38847,0.7333,0.41895,1.15225,3.54072,0.12154,2.17724,0.87350,0.54229,3.59302,2.25597,0.62231,0.29480,3.13304,2019-06-27,15,7,8,72,1,0,72,2018-06-21,4,4,0,16,1,0,16,2017-07-13,1,0,1,4,0,0,4,42.000,1,3,0,1,3465,0,1,"1070 OLD OCEAN HIGHWAY,BOLIVIA,NC,28422",2021-10-01,Brunswick,19,37019,1261,387,221,64,1933
47721,345550,WHITE OAK OF WAXHAW,700 HOWIE MINE ROAD,WAXHAW,NC,28173,7042437640,890,Union,For profit - Corporation,100,87.5,,Medicare and Medicaid,N,WHITE OAK MANOR-WAXHAW INC,2010-04-15,N,,N,Y,N,Resident,Yes,5,,4,,5,,4,,5,,3,,3,,,,2.52641,0.78282,0.73234,1.51516,4.04157,0.06583,2.17644,0.80963,0.42568,3.41174,2.38714,0.71673,0.65649,3.76625,2019-08-28,0,0,0,0,0,0,0,2018-09-07,4,4,0,16,1,0,16,2017-09-22,2,2,0,8,1,0,8,6.667,0,0,0,0,0,0,0,"700 HOWIE MINE ROAD,WAXHAW,NC,28173",2021-10-01,Union,179,37179,1547,479,449,40,2515
47726,345551,PRUITTHEALTH-CAROLINA POINT,5935 MOUNT SINAI ROAD,DURHAM,NC,27705,9194022450,310,Durham,For profit - Partnership,138,79.0,,Medicare and Medicaid,N,PRUITTHEALTH-CAROLINA POINT LLC,2010-06-15,N,,N,N,N,Resident,Yes,1,,2,,1,,1,,1,,3,,3,,,,1.53145,0.89042,0.50723,1.39765,2.92910,0.0484,1.81102,0.69911,0.33061,2.84074,1.73900,0.94414,0.58544,3.27822,2021-04-29,8,5,3,40,1,0,40,2019-09-20,15,10,5,100,1,0,100,2018-08-23,10,8,2,96,1,0,96,69.333,3,7,1,3,23007,0,3,"5935 MOUNT SINAI ROAD,DURHAM,NC,27705",2021-10-01,Durham,63,37063,847,492,280,27,1646
47731,345552,THE SHANNON GRAY REHABILITATION & RECOVERY CENTER,2005 SHANNON GRAY COURT,JAMESTOWN,NC,27282,3363074729,400,Guilford,For profit - Corporation,150,67.3,,Medicare and Medicaid,N,"GREATEST GENERATION, INC.",2010-07-09,N,,N,N,N,Resident,Yes,3,,3,,3,,3,,3,,2,,2,,,,2.13741,0.77227,0.58586,1.35813,3.49554,0.0,2.03693,0.82934,0.44778,3.31405,2.15790,0.69028,0.49926,3.35344,2021-07-02,1,1,0,4,1,0,4,2019-06-06,11,9,2,48,1,0,48,2018-05-18,14,13,1,64,1,0,64,28.667,0,3,2,3,11385,0,3,"2005 SHANNON GRAY COURT,JAMESTOWN,NC,27282",2021-10-01,Guilford,81,37081,1007,364,276,0,1647
47736,345553,AUTUMN CARE OF FAYETTEVILLE,1401 71ST SCHOOL ROAD,FAYETTEVILLE,NC,28314,9108674960,250,Cumberland,For profit - Corporation,90,77.0,,Medicare and Medicaid,N,"AUTUMN CARE OF FAYETTEVILLE, LLC",2011-03-24,N,,N,N,N,Resident,Yes,3,,3,,2,,1,,3,,2,,2,,,,2.22287,1.0772,0.47019,1.54739,3.77026,0.06295,2.20377,0.73783,0.35856,3.30016,2.07428,1.08225,0.50039,3.63222,2021-08-13,8,7,1,32,0,0,32,2019-05-02,3,2,0,12,1,0,12,2018-04-19,1,0,1,4,0,0,4,20.667,0,2,1,0,0,0,0,"1401 71ST SCHOOL ROAD,FAYETTEVILLE,NC,28314",2021-10-01,Cumberland,51,37051,1198,581,253,34,2066
47741,345554,TRINITY GROVE,631 JUNCTION CREEK DRIVE,WILMINGTON,NC,28412,9104423000,640,New Hanover,Non profit - Church related,100,95.3,,Medicare and Medicaid,N,"LUTHERAN HOME - WILMINGTON, INC.",2011-06-29,N,,Y,N,N,Resident,Yes,2,,2,,4,,3,,5,,3,,2,,,,2.96986,1.23929,0.45132,1.69061,4.66048,0.06657,2.15271,0.79765,0.40026,3.35061,2.83708,1.15172,0.43027,4.42223,2019-10-30,8,8,2,115,1,0,115,2018-11-16,5,5,0,20,1,0,20,2017-10-12,2,2,0,8,1,0,8,65.500,1,0,0,1,62096,0,1,"631 JUNCTION CREEK DRIVE,WILMINGTON,NC,28412",2021-10-01,New Hanover,129,37129,1981,827,301,44,3153
